ad_id,list_time,subject,body_short,price_usd,price_byn,company_ad,ad_link,rooms,area_total,area_living,balcony,condition,floor,floors_total,building_type,building_year,area_code,location_lon,location_lat,address,contact_name,district,area_kitchen
1076411060,2026-07-09T12:29:31Z,Квартира в шаговой доступности ст. метро Аэродромная,"Все для комфортного проживания. Сдам на длительно. Дом прямо возле входа в Метро, рядом торговый центр, магазин, аптека, кафе, пекарни и вся прочая ин",600.0,1721.76,False,https://re.kufar.by/vi/1076411060,4.0,40.1,25.2,1,10,24.0,25.0,10,2020.0,28,27.546868813491667,53.86982417887798,"Мира пр, 6, Минск",Владимир,170,10.5
1076410067,2026-07-09T12:25:06Z,сдаю на длительный срок,"Свободна с 26 июля. Чистая квартира с минимальной обстановкой на долгий срок по договору. 
Коммуналка 75 р (без воды и электричества). О дате просмотр",420.0,1205.23,False,https://re.kufar.by/vi/1076410067,2.0,43.0,18.0,3,1,19.0,19.0,,2021.0,26,27.603243,53.837768,"Корзюки ул, 12, Минск",Татьяна,305,9.5
1075989796,2026-07-09T12:19:03Z,"Снять 3-комнатную квартиру, г. Минск, ул. Мстиславца, 20",Сдаётся светлая и просторная 3-комнатная квартира в Маяке Минска! Вся необходимая мебель и техника для комфортной жизни. Двуспальная кровать с ортопед,975.75,2800.0,True,https://re.kufar.by/vi/1075989796,,92.1,62.6,3,5,4.0,11.0,,,24,27.65133,53.932442,"Петра Мстиславца ул, 20, Минск",ООО Артель Недвижимость,325,
1076406653,2026-07-09T11:57:58Z,Долгосрочная аренда двухкомнатной квартиры метро спортивная,"Просторная двухкомнатная квартира в трёх минутах от станции метро спортивная , есть посудомоечная машина и бойлер . Долгосрочная аренда",750.0,2152.2,False,https://re.kufar.by/vi/1076406653,,81.0,,3,5,1.0,12.0,3,,30,27.478935,53.906347,"Бельского ул, 8, Минск",Екатерина,,
1075049306,2026-07-09T11:32:42Z,Сдам двушку станция метро Якуба Коласа,"Сдаётся уютная двухкомнатная квартира в центре Минска. Рядом Комаровский рынок, развитая инфраструктура. В  квартире две двуспальные кровати и  раскла",750.0,2152.2,True,https://re.kufar.by/vi/1075049306,3.0,44.3,,1,1,5.0,10.0,1,,23,27.576779,53.924299,"Кульман ул, 24, Минск",Малафеев Андрей Васильевич,120,
1075054897,2026-07-09T11:32:36Z,"Сдам однокомнатную квартиру,  станция метро Уручье","Сдам уютную ,однокомнатную квартиру  в Минске, недалеко от станции метро Уручье . В квартире есть всё необходимое для проживания : двуспальная кровать",750.0,2152.2,True,https://re.kufar.by/vi/1075054897,2.0,39.1,,1,1,8.0,9.0,3,,24,27.675315,53.945677,"Городецкая ул, 38, Минск",Малафеев Андрей Васильевич,280,
1076402621,2026-07-09T11:26:22Z,Сдам квартиру БЕЗ ПОСРЕДНИКОВ,"Сдам 2-комнатную квартиру без посредников в центре Минска на длительный срок по договору.

В квартире установлены счётчики и прописаны 2 человека, поэ",450.0,1291.32,False,https://re.kufar.by/vi/1076402621,5.0,46.0,30.0,1,22,4.0,5.0,1,1964.0,28,27.560945146661393,53.88346373906628,"Артиллеристов ул, 20, Минск",Елена,,5.9
1076400623,2026-07-09T11:06:07Z,Сдаётся в аренду 1-к квартира,"Сдаётся в аренду 1-к квартира 43 м2 за 1400р. по адресу Всеволода Игнатовского 4, Минск.
Телефон для связи",487.87,1400.0,False,https://re.kufar.by/vi/1076400623,,43.0,,,,,,,,30,27.449703,53.921239,"Всеволода Игнатовского ул, 4, Минск",Дмитрий,65,
1076400039,2026-07-09T11:00:30Z,Сдается квартира студия Минск Мир,"С 1 августа сдается в долгосрочную аренду квартира студия, 32 м.кв.  В квартире смарт телевизор, стиральная машина,СВЧ, электроплита 2 конфорки,бойлер",500.0,1434.8,False,https://re.kufar.by/vi/1076400039,2.0,32.0,,3,5,11.0,25.0,2,2023.0,28,27.549147,53.863402,"Игоря Лученка ул, 24, Минск",Валерий,170,
1076399788,2026-07-09T10:59:56Z,Сдается в аренду евродвушка в элитном жилом комплексе «Маяк Минска»,"Сдаётся в аренду евродвушка в доме повышенной комфортности в престижной локации — ЖК «Маяк Минска» (дом «Микеланджело»).

Квартира расположена на удоб",1271.95,3650.0,True,https://re.kufar.by/vi/1076399788,2.0,53.4,53.4,3,1,7.0,25.0,2,2019.0,24,27.650162,53.931429,"Петра Мстиславца ул, 12, Минск",ООО Авангард Недвижимость,325,
1076397891,2026-07-09T10:48:55Z,Сдать квартиру,Сдается однокомнатная квартира 1-2  девушкам. Рядом магазины и торговые центры.,400.0,1147.84,False,https://re.kufar.by/vi/1076397891,2.0,30.0,17.0,1,1,2.0,5.0,1,1971.0,30,27.5015,53.92484,"Чигладзе ул, 2, Минск",Пользователь,160,5.0
1075056572,2026-07-09T10:40:45Z,Сдам трёшку в Минске на длительный срок,"Сдаётся уютная трёхкомнатная квартира в 5 минутах езды от станции метро Академия Наук, прямой транспорт также ходит в течении 15 минут от станции метр",880.0,2525.25,False,https://re.kufar.by/vi/1075056572,4.0,104.1,,4,1,4.0,,3,,25,27.628935,53.909365,"Авангардная ул, 46, Минск",Петя,240,
1075058570,2026-07-09T10:40:37Z,Двухкомнатная квартира на длительный срок,Сдам двухкомнатная квартиру на длительный срок,800.0,2295.68,False,https://re.kufar.by/vi/1075058570,3.0,42.1,,1,1,5.0,,1,,24,27.610178,53.937234,"Волгоградская ул, 55, Минск",Петя,,
1075062142,2026-07-09T10:40:31Z,Сдам однушку на длительный срок,"Сдаётся уютная , хорошая квартира  недалеко от станции метро КАМЕННАЯ ГОРКА (3 минуты на транспорте ) в Минске .  В квартире есть все необходимое для",700.0,2008.72,False,https://re.kufar.by/vi/1075062142,2.0,39.1,,1,1,9.0,9.0,1,2014.0,30,27.419394,53.91302,"Каменногорская ул, 16, Минск",Петя,105,
1076396181,2026-07-09T10:34:43Z,Сдам квартиру на длительный срок,Сдается на длительный срок с 27 июля,453.02,1300.0,False,https://re.kufar.by/vi/1076396181,,33.0,17.0,1,,8.0,9.0,1,,23,27.616332,53.958446,"Мирошниченко ул, 12/1, Минск",Артур,100,8.0
1076396103,2026-07-09T10:33:53Z,Аренда квартиры,Уютная квартира в шикарном месте.вид из окон на Свислочь .лифт.мебель и бытовая техника в хорошем состоянии,800.0,2295.68,False,https://re.kufar.by/vi/1076396103,4.0,54.0,30.0,,5,2.0,6.0,3,,22,27.569142071117906,53.91015439870267,"Коммунистическая ул, 10, Минск",Сергей,,8.0
1076394912,2026-07-09T10:25:34Z,"Сдается квартира, 1 комнатная, Шабаны, Селицкого","Сдам однокомнатную квартиру в Шабанах, по договору найма, на длительный срок от года. Цена актуальна, плюс коммунальные платежи. С животными по догово",365.9,1050.0,False,https://re.kufar.by/vi/1076394912,,38.0,,1,1,6.0,9.0,,,26,27.703937671532092,53.84470643303965,"Селицкого ул, 99, Минск",Лена,310,
1076393337,2026-07-09T10:06:07Z,СДАМ 1-комн.квартиру,"СДАМ квартиру в историческом центре города. Отличное транспортное сообщение, в шаговой доступности станция метро, в 5- ти минутах ходьбы легендарный К",580.0,1664.37,False,https://re.kufar.by/vi/1076393337,3.0,35.0,20.0,1,5,5.0,9.0,3,1998.0,23,27.56908,53.922178,"Максима Богдановича ул, 62, Минск",Наталья,120,8.0
1075542240,2026-07-09T10:04:27Z,Квартира на Грушевской,Однокомнатная квартира на Грушевской. Новая. Долгосрочная аренда. Без животных.,679.54,1950.0,False,https://re.kufar.by/vi/1075542240,,50.0,17.0,3,,3.0,,,,29,27.518283524095416,53.88416225052682,"Грушевская ул, 86, Минск",Дмитрий,55,20.0
1076392839,2026-07-09T09:57:48Z,"Минск, Независимости 42","На длительный срок от 1 года и более, в аренду предоставим уютную квартиру в сердце Минска, только для опрятных граждан строго без животных, семьям с",1393.92,4000.0,True,https://re.kufar.by/vi/1076392839,,70.4,47.3,1,,4.0,6.0,3,1957.0,25,27.577291,53.9098,"Независимости пр, 42, Минск","ООО ""Группа компаний Эксклюзив""",,28.0
1047857854,2026-07-09T09:55:09Z,"Квартира, 2 комн., 63.9 м², этаж 7 из 9","Новый дом, ст.метро «Московская» 2 минуты ходьбы до метро ,рядом парк Челюскинцев ,Ботанический сад, Дана-Мол,Библиотека. Нанимателем с животными и ин",500.0,1434.8,False,https://re.kufar.by/vi/1047857854,4.0,63.9,61.7,1,,7.0,9.0,2,2020.0,24,27.623608,53.928052,"Волгоградская ул, 1А, Минск",Сергей,,
1076392492,2026-07-09T09:54:08Z,Сдам 2-х комнатную квартиру в центре Минска,"Квартира сдается собственником, на длительный срок. Аренда только по договору. Порядок расчетов: предоплата за месяц + залоговый платеж. В квартире хо",800.0,2295.68,False,https://re.kufar.by/vi/1076392492,2.0,58.0,32.0,2,5,1.0,4.0,3,,23,27.575881,53.912876,"Машерова пр, 8, Минск",Вадим,,7.0
1067051520,2026-07-09T09:48:32Z,Сдаётся уютная квартира,"Уютная 2-комнатная у метро Московская • 4 спальных места • тихий зелёный район

Светлая и аккуратная квартира для комфортного отдыха в Минске — без ли",529.69,1520.0,False,https://re.kufar.by/vi/1067051520,4.0,42.0,26.0,1,1,2.0,5.0,4,1961.0,24,27.611535,53.93646,"Волгоградская ул, 49, Минск",Ирина,,6.0
1076390430,2026-07-09T09:31:24Z,Сдается 2х комнатная студия в центре Минска,"Сдается просторная двухкомнатная квартира в центре Минска. Сделан хороший ремонт, оборудована необходимая мебель и бытовая техника, установлены кондиц",1000.0,2869.6,True,https://re.kufar.by/vi/1076390430,4.0,55.0,44.0,3,5,8.0,10.0,,2021.0,29,27.54329,53.900671,"Коллекторная ул, 8, Минск",ИП Гончаренко Дарья Николаевна,,
1076390249,2026-07-09T09:29:29Z,сдать квартиру,"Двухкомнатная квартира с косметическим ремонтом. Имеется газовая плита, холодильник, микроволновая печь, стиральная машина. Территория огорожена, имее",500.0,1434.8,False,https://re.kufar.by/vi/1076390249,3.0,74.1,36.3,1,1,8.0,9.0,1,2010.0,24,27.600854,53.93065,"Калинина ул, 30Б, Минск",Наталья,,10.5
1073965589,2026-07-09T09:24:32Z,Новая 2-комнатная квартира в Минск-Мире,"Светлая и уютная 2-комнатная квартира в ЖК Минск-Мир в 10 минутах от метро Аэродромной, отличная транспортная доступность. Супермаркет через дорогу, в",599.0,1718.89,False,https://re.kufar.by/vi/1073965589,,46.0,,3,5,10.0,21.0,,2023.0,28,27.534927,53.869136,"Леонида Левина ул, 1, Минск",Татьяна,170,
1076387120,2026-07-09T08:51:18Z,Сдам 3х к. квартиру (в т.ч. иностранным гражданам),"Сдам квартиру (комнаты) в частном доме д.Тарасово(3-4км от метро каменная горка), в т.ч. иностранным гражданам 
Только звонить!!!",0.0,0.0,False,https://re.kufar.by/vi/1076387120,,120.0,,,,,,,,30,27.420598,53.924405,"Каменногорская ул, Минск",Name,105,
1076385874,2026-07-09T08:40:29Z,Сдам студию на длительный срок,"Приятная локация - в шаговой доступности (5 мин.) станция метро «Аэродромная» и ТОЦ «Avia Mall», в ближайшем доступе – кофейня, барбершоп, магазины ра",522.72,1500.0,False,https://re.kufar.by/vi/1076385874,2.0,32.0,29.0,1,5,9.0,25.0,4,2023.0,28,27.547898,53.863657,"Братская ул, 11, Минск",Ольга,170,
1076383074,2026-07-09T08:05:42Z,Аренда квартиры в Минске,"Долгосрочная аренда трёхкомнатной квартиры. Также рядом есть парки, магазины, фитнесзалы, школы, два сада, кафе и т.д 7мин. на транспорте до станции м",766.66,2200.0,False,https://re.kufar.by/vi/1076383074,,64.0,49.0,3,1,4.0,9.0,1,1986.0,29,27.46068267210848,53.857634475510764,"Газеты Звязда пр, 59к2, Минск",Михаил,320,7.0
1076379037,2026-07-09T07:50:25Z,Сдам в аренду 1к квартиру,"Квартира сдается только гражданам Республики Беларусь по договору. Желательна длительная аренда. Без перегруженной меблировки — удобно для тех, кто пл",450.0,1291.32,False,https://re.kufar.by/vi/1076379037,2.0,49.0,17.0,1,1,5.0,16.0,1,2019.0,29,27.471182,53.875034,"Михаловская ул, 2, Минск",Леонид,175,12.0
1076378978,2026-07-09T07:49:45Z,"Аренда 2-комнатной квартиры, Ангарская 17Б","Сдаётся светлая  и уютная квартира около станции метро Могилёвская.  
Ангарская 17Б, 9 этаж из 19,  метраж 60 квадратных метров, дом 2023 года построй",600.0,1721.76,True,https://re.kufar.by/vi/1076378978,,57.3,31.1,,,9.0,19.0,1,2023.0,26,27.677687,53.865929,"Ангарская ул, 17Б, Минск",ООО Центр недвижимости ГАЛАКТИКА,10,9.3
1076378970,2026-07-09T07:49:40Z,"Аренда 2-комнатной квартиры, Княгининская 10","Представляем вашему вниманию стильную евродвушку с дизайнерским ремонтом, расположенную в одном из самых привлекательных районов Минска.

Эта квартира",1500.0,4304.4,True,https://re.kufar.by/vi/1076378970,,62.0,56.8,1,,5.0,9.0,4,2020.0,22,27.46652,53.937611,"Княгининская ул, 10, Минск",ООО Центр недвижимости ГАЛАКТИКА,210,
1076378975,2026-07-09T07:49:40Z,"Аренда 4-комнатной квартиры, 4-ый переулок Подольский 9","Сдаётся замечательная квартира в 7-квартирном доме по адресу 4-й Подольский переулок, дом 9. Расположена в в самом зелёном районе Минска. В пешей дост",1200.0,3443.52,True,https://re.kufar.by/vi/1076378975,,123.2,76.7,2,,2.0,3.0,4,2015.0,23,27.574945,53.945457,"4-й Подольский переулок, 9, Минск",ООО Центр недвижимости ГАЛАКТИКА,220,20.4
1076375034,2026-07-09T07:43:21Z,Сдам 1-ую квартиру по ул. Герасименко,"Сдам 1 комнатную квартиру на длительный срок.
Без животных, свежий ремонт, частично с мебелью. Желательно семейной паре.
Звонить с 9.00 до 20.00.",331.06,950.0,False,https://re.kufar.by/vi/1076375034,,35.0,18.0,1,1,4.0,9.0,,,26,27.68702,53.882651,"Герасименко ул, 18, Минск",Лариса Владимировна,10,7.1
1075472627,2026-07-09T07:03:58Z,4-комнатная квартира на Червякова 6,"Сдаётся просторная 4-комнатная квартира в одном из лучших районов Minsk — ул. Червякова, 6 (район Червякова–Шевченко).

95 м2 комфорта в кирпичном дом",871.2,2500.0,True,https://re.kufar.by/vi/1075472627,4.0,87.6,59.0,1,,6.0,9.0,,1974.0,22,27.552695,53.920773,"Червякова ул, 6, Минск",ООО ''АН Клевер'',,6.8
1076371249,2026-07-09T06:48:02Z,Сдается квартира,"Квартира с ремонтом, мебелью и техникой в отличной локации, имеется лифт. Остановки наземного общественного транспорта для поездки в любую точку город",595.9,1710.0,False,https://re.kufar.by/vi/1076371249,,35.0,22.0,1,,4.0,7.0,3,,29,27.543209,53.89787,"Мясникова ул, 34, Минск",Леонид,,
1076362850,2026-07-09T05:50:59Z,сдаётся однокомнатная квартира,"Дизайнерский ремонт. С помощью вмонтированных плотных штор можно менять конфигурацию квартиры делить площадь на части ,оборудована сигнализацией МВД",487.87,1400.0,False,https://re.kufar.by/vi/1076362850,1.0,41.6,19.0,3,10,9.0,,4,2014.0,29,27.478961,53.8723,"Алибегова ул, 26, Минск",Анатолий,175,12.2
1073071979,2026-07-09T05:42:47Z,Уютная 4-комнатная квартира возле парка,"СДАЕТСЯ  просторная  4-комнатная квартира с  3 раздельными комнатами  в престижном ЖК «Vogue» по адресу: ул.Макаенка, 12В, в одном из самых престижных",1136.05,3260.0,True,https://re.kufar.by/vi/1073071979,,80.0,62.0,3,5,8.0,18.0,10,2019.0,24,27.625773,53.923742,"Макаёнка ул, 12В, Минск",Бюро Городской Недвижимости,,14.0
1073432217,2026-07-09T05:36:02Z,"Сталинка в центре Минска. Захватывающий вид на Свислочь, парк, оперный театр, Троицкое предместье.","Редкая находка в центре Минска.

Для тех, кто ценит стиль, комфорт и престиж. Исторический сталинский дом с массивными стенами и высокими потолками, т",900.0,2582.64,True,https://re.kufar.by/vi/1073432217,2.0,42.0,22.0,1,5,5.0,6.0,3,,22,27.564104,53.9057,"Янки Купалы ул, 23, Минск",ООО База Недвижимости Бай,,9.0
1076331660,2026-07-09T05:18:41Z,Сдам 2-х комнатную квартиру,"Сдается 2-х комнатная квартира на длительный срок, с договором. Залог (равен ежемесячной аренде)+ оплата коммунальных услуг в срок ( в квартире пропис",500.0,1434.8,False,https://re.kufar.by/vi/1076331660,,50.6,,1,5,3.0,,,,27,27.605270951428,53.8651556414408,"Рокоссовского пр, 77, Минск",Павел,230,8.8
1076364084,2026-07-09T05:02:50Z,Сдается 2-х комнатная квартира.,"Сдается 2-х комнатная квартира, готовая к заселению, рядом метро, кинотеатр, школы, детские сады, торговые центры, отдельный вход на две квартиры, пар",557.57,1600.0,False,https://re.kufar.by/vi/1076364084,,50.0,,1,1,8.0,9.0,1,1985.0,29,27.482303,53.8662,"Газеты Правда пр, 22, Минск",Татьяна,320,
1069571638,2026-07-09T02:58:50Z,Сдаётся 2ая квартира,"Сдаваётся  2ая квартира иностранным гражданам в двух минутах от метро Грушевка. В квартире есть всё необходимое для жизни (мебель ,посуда ,бытовая тех",515.0,1477.84,False,https://re.kufar.by/vi/1069571638,2.0,48.0,39.0,1,5,3.0,,3,1967.0,29,27.515316,53.889088,"Лермонтова ул, 19, Минск",Т.,,6.0
1073180132,2026-07-08T21:54:20Z,"Аренда 2х комнатной квартиры, пр-т Дзержинского 90","Сдам 2х комнатную квартиру, порядочному и аккуратному человеку, долгосрочная аренда по договору, студентам и без животных.

Квартира будет комфортна д",650.0,1865.24,False,https://re.kufar.by/vi/1073180132,2.0,61.9,59.0,3,10,6.0,,5,2021.0,29,27.487064,53.86697,"Дзержинского пр, 90, Минск",Владимир,320,
1076328891,2026-07-08T20:54:56Z,1к квартира. Метро Грушевка. Щорса 42. Долгосрочная аренда,"Сдам в долгосрочную аренду однокомнатную квартиру по адресу г. Минск, Щорса 42.

В наличии вся необходимая мелкая и крупная бытовая техника.

В кварти",644.69,1850.0,False,https://re.kufar.by/vi/1076328891,3.0,42.0,36.0,1,10,12.0,23.0,10,2025.0,29,27.514616,53.887889,"Щорса ул, 42, Минск",Ирина,,12.0
1076327757,2026-07-08T20:53:52Z,Аренда Квартиры. Волгоградская 27а,Сдача квартиры от собственника. Оснащена всем необходимым для проживания. Комфортное размещение для семьи с детьми из 3-4 человек. отсутсвие шумных со,522.72,1500.0,False,https://re.kufar.by/vi/1076327757,2.0,45.0,,1,5,3.0,5.0,1,1961.0,24,27.617051,53.933969,"Волгоградская ул, 27А, Минск",Наталия,,9.0
1076326860,2026-07-08T20:52:24Z,Аренда квартиры. Проспект Победителей 27.,"Сдается квартира в ЖК""Славянский Квартал"". Квартира со свежим ремонтом. Ранее не сдавалась, использовалась под личное проживание на протяжении 6 месяц",900.0,2582.64,False,https://re.kufar.by/vi/1076326860,2.0,89.0,67.0,1,10,11.0,22.0,2,2012.0,22,27.539912,53.911556,"Победителей пр, 27, Минск",Андрей,90,12.8
1076325218,2026-07-08T20:50:05Z,сдам квартиру в Минск-Мире,"Заехать можно только с 1 августа .
По договору. на длительный срок. При заселении - оплата за первый месяц проживания + залог за сохранность имущества",450.0,1291.32,False,https://re.kufar.by/vi/1076325218,2.0,31.2,,2,5,3.0,13.0,,2025.0,28,27.541323,53.866821,"Игоря Лученка ул, 16, Минск",Инна,170,
1033976222,2026-07-08T20:01:13Z,СДАМ    студию ( на сентябрь) ТОЛЬКО НА МЕСЯЦ,"Сдам квартиру студию..Савицкого 3 На месяц ( сентябрь)
/////При входе гардеробная комната.Просторный санузел.Двуспальная кровать.Зона кухни  имеет ниж",435.0,1248.28,False,https://re.kufar.by/vi/1033976222,1.0,29.0,,1,5,18.0,22.0,,2022.0,28,27.530534,53.869147,"Михаила Савицкого ул, 3, Минск",Татьяна,170,
1073179333,2026-07-08T19:50:10Z,"Аренда 2х комнатной квартиры, пр-т Дзержинского 92","Сдам 2х комнатную квартиру порядочному и аккуратному человеку, долгосрочная аренда по договору, студентам и без животных. 

Квартира будет комфортна д",650.0,1865.24,False,https://re.kufar.by/vi/1073179333,2.0,60.3,57.4,3,10,16.0,23.0,5,2020.0,29,27.486543,53.866497,"Дзержинского пр, 92, Минск",Роман,320,
1075722387,2026-07-08T19:47:20Z,Сдам 1-к квартиру,"Отвечаю только на звонки!!! Нет возможности учавствовать в переписке. 
Сдам 1-к квартиру в шаговой доступности от станции м. Партизанская только по до",460.0,1320.02,False,https://re.kufar.by/vi/1075722387,,33.0,,3,5,8.0,9.0,1,2000.0,26,27.618066,53.875432,"Васнецова ул, 2, Минск",V.,,
1072818911,2026-07-08T19:47:00Z,Аренда квартиры,"С 8 июля сдаётся 3-комнатная квартира.

В квартире есть всё необходимое для комфортного проживания: оборудованная кухня с посудомоечной машиной, прост",592.42,1700.0,False,https://re.kufar.by/vi/1072818911,3.0,64.0,40.0,1,1,11.0,12.0,1,1994.0,29,27.459684,53.848691,"Сергея Есенина ул, 19, Минск",Екатерина,150,9.0
1062397227,2026-07-08T19:06:26Z,Аренда 2х-комнатной квартиры в Минск-Мире,"Сдается самая элегантная и романтичная квартира на верхнем этаже 25-этажного дома.
Панорамные окна, много света и воздуха, 3х-метровые потолки.
Здесь",650.0,1865.24,False,https://re.kufar.by/vi/1062397227,,38.6,32.1,2,10,25.0,25.0,,,28,27.541098,53.868186,"Игоря Лученка ул, 9, Минск",Наталья,170,
1076322298,2026-07-08T18:51:07Z,"Сдается квартира в аренду Независимости, 91 без комиссии","Для любителей сталинского ампира предлагаем вариант атмосферной квартиры в долгосрочную аренду, возможно размещение от одного месяца. Есть все необход",696.96,2000.0,True,https://re.kufar.by/vi/1076322298,2.0,60.0,35.0,2,10,2.0,5.0,,1950.0,24,27.610035,53.923795,"Независимости пр, 91, Минск",ОДО Новоселье,,9.0
1076317592,2026-07-08T17:57:13Z,Квартира Маяк Минска,"Собственник, сдам на 15 дней . только для граждана/гражданки  РБ.
Без детей и домашних животных. 
Коммунальные платежи и интернет включены в стоимость",453.02,1300.0,False,https://re.kufar.by/vi/1076317592,2.0,45.0,,3,10,9.0,16.0,,,24,27.65539617598261,53.93150394141828,"Кирилла Туровского ул, 12, Минск",Ольга,325,
1076315968,2026-07-08T17:39:55Z,Ква,"Сдам два этажа в коттедже отдельный вход ,есть все коммуникации удобная парковка, развитая инфраструктура, недалеко ботанический сад, можно семье, и т",1200.0,3443.52,False,https://re.kufar.by/vi/1076315968,,149.0,97.0,4,,2.0,,3,,25,27.628829339206217,53.90558805664318,"Авангардная ул, 30, Минск",Александр,240,8.0
1073816016,2026-07-08T17:39:49Z,Сдам 4-комнатную квартиру,"В прихожей, санузле и кухне установлены теплые полы. Есть бойлер на случай отключения горячей воды.
Предпочтенье семье с детьми без домашних животных.",800.0,2295.68,False,https://re.kufar.by/vi/1073816016,3.0,57.7,41.6,1,5,1.0,5.0,1,1970.0,24,27.646389,53.941352,"Калиновского ул, 46, Минск",Андрей,45,6.1
1076315227,2026-07-08T17:32:12Z,4-х комнатная квартира,"Сдаётся на длительный срок комфортная 4-х комнатная квартира с ремонтом, мебелью и техникой в тихом районе Минска. От собственника. Официальный догово",749.23,2150.0,False,https://re.kufar.by/vi/1076315227,,76.6,,3,,4.0,9.0,,,28,27.544296,53.88272,"Могилёвская ул, 8к2, Минск",Юлия,,7.1
1076314924,2026-07-08T17:29:11Z,Сдается 3-комнатная квартира 95 м² на ул. Алибегова (Михалово),"Сдаётся просторная 3-комнатная квартира 95 м² в кирпичном доме 2008 года по адресу: ул. Алибегова, 8-1.

Квартира полностью готова к заезду:

Отличный",850.0,2439.16,False,https://re.kufar.by/vi/1076314924,4.0,95.0,60.0,1,5,1.0,6.0,3,2008.0,29,27.482716,53.873526,"Алибегова ул, 8к1, Минск",Дмитрий,320,13.0
1076314458,2026-07-08T17:24:26Z,Бизнес аппартаменты,"Предлагаются в долгосрочную аренду бизнес-апартаменты с возможностью проживания в одном из самых современных кварталов Минска. 

В доме: консьерж-серв",0.0,0.0,False,https://re.kufar.by/vi/1076314458,,41.0,33.6,1,20,9.0,16.0,4,2026.0,28,27.541537259600396,53.86291289994947,"Михаила Савицкого ул, 24, Минск",Майя,170,
1076313252,2026-07-08T17:22:32Z,Сдаётся квартира-студия в ж/к Маяк Минска,"Сдаётся (на короткий срок от 15-ти дней) просторная квартира-студия 45 м² в престижном районе ЖК ""Маяк Минска"".

Полностью готова к проживанию. Мебель",600.0,1721.76,False,https://re.kufar.by/vi/1076313252,2.0,45.0,,3,5,4.0,16.0,,,24,27.655013,53.932431,"Кирилла Туровского ул, 8, Минск",Елена,325,
1076313144,2026-07-08T17:10:00Z,Аренда 3 комнатной квартиры,"По договору на длительный срок (от года)
Желательно без животных
  (мессенджеры)",700.0,2008.72,False,https://re.kufar.by/vi/1076313144,,79.1,76.3,3,5,2.0,9.0,1,2012.0,30,27.427892,53.931827,"Каменногорская ул, 96, Минск",Дмитрий,105,
1044547462,2026-07-08T16:56:27Z,"Квартира, 1 комн., 47 м², этаж 1 из 3","Сдается однокомнатная квартира в клубном доме . Есть необходимый набор мебели и техники для комфортного проживания ( стиральная машина установлена , н",415.0,1190.88,False,https://re.kufar.by/vi/1044547462,1.0,47.0,40.0,2,10,1.0,3.0,4,2022.0,26,27.685682,53.856647,"Партизанский пр, 172, Минск",Виталий,,
1076311606,2026-07-08T16:53:23Z,"Снять 2-комнатную квартиру, г. Минск, просп. Дзержинского, 30",Сдается стильная 2-комнатная квартира премиум-класса в новом современном доме по адресу: проспект Дзержинского (всего 2 минуты пешком до ст. м. «Груше,766.66,2200.0,True,https://re.kufar.by/vi/1076311606,,47.4,45.0,3,5,7.0,20.0,2,2025.0,29,27.512612,53.886525,"Дзержинского пр, 30, Минск",УП Квадратный метр,,
1076309542,2026-07-08T16:33:09Z,Сдается квартира,"Сдается однокомнатная квартира со всеми удобствами,совершенно новый качественный дизайнерский ремонт. Не сдается с животными и маленькими детьми. По в",550.0,1578.28,False,https://re.kufar.by/vi/1076309542,,30.0,30.0,3,10,2.0,25.0,10,2025.0,28,27.555935063518202,53.859689571717894,"Леонида Щемелёва ул, 26, Минск",Григорий,170,
1069668987,2026-07-08T15:56:01Z,Аренда квартиры трехкомнатной,"Сдается отличная квартира с хорошим ремонтом рядом с метро , с остановками, торговым центром большим , садами , школами - все в шаговой доступности !",800.0,2295.68,False,https://re.kufar.by/vi/1069668987,,82.0,45.0,3,5,9.0,9.0,,,30,27.430219,53.90527,"Притыцкого ул, 107, Минск",Олег Добронравов,125,12.5
1076282793,2026-07-08T12:41:55Z,Двое студентов снимут квартиру до 1000 бел. руб.(),"Два студента(БГУ и БНТУ) снимут квартиру на длительный период, адрес проживания без разницы, главное - в Минске. Приблизительная цена - до 1000 бел. р",0.0,0.0,False,https://re.kufar.by/vi/1076282793,2.0,45.0,45.0,,,,,,,27,27.555543,53.897212,"Карла Маркса ул, 21, Минск",Иван,,7.0
1076277643,2026-07-08T12:18:27Z,Сдается двухкомнатная квартира на длительный срок,"Сдается уютная двухкомнатная квартира с новым современным ремонтом. 
Полностью укомплектована мебелью и техникой: кондиционер, посудомоечная машина, с",710.0,2037.42,False,https://re.kufar.by/vi/1076277643,2.0,48.0,44.0,4,10,4.0,21.0,4,2021.0,28,27.532097,53.866572,"Леонида Левина ул, 9, Минск",Александр,170,17.0
1076277619,2026-07-08T12:18:08Z,Снимут квартиру 3 студента,"Снимут квартиру 3 студента третьего курса. Цена 1200-1300руб, 2-ух или 3-х комнатную, адрес не важен",0.0,0.0,False,https://re.kufar.by/vi/1076277619,,45.0,,,,,,,,27,27.58145798542609,53.85222523080361,Минск,Роман,,
