ad_id,list_time,subject,body_short,price_usd,price_byn,company_ad,ad_link,rooms,district,area_total,area_living,balcony,condition,floor,floors_total,building_type,building_year,area_code,location_lon,location_lat,address,contact_name,area_kitchen
1079954507,2026-08-05T17:49:35Z,Уютная двухкомнатная квартира в аренду,"Сдается уютная двухкомнатная квартира в спокойном озелененном районе города. В пешей доступности находятся  магазины, поликлиники, аптеки, детские сад",550.0,1609.52,False,https://re.kufar.by/vi/1079954507,4.0,320,60.0,57.0,3,5,18.0,19.0,1,2006.0,29,27.469493,53.86491,"Голубева ул, 21, Минск",Александра,9.5
1078882945,2026-08-05T17:47:53Z,4-к квартира премиум-класса в  ЖК «Престижино'',"Сдаётся в долгосрочную аренду стильная четырёхкомнатная квартира в самом сердце Минска. Идеальный вариант для тех, кто ценит высокий статус, приватнос",1700.0,4974.88,False,https://re.kufar.by/vi/1078882945,4.0,120,98.5,75.0,4,10,6.0,9.0,4,2018.0,23,27.567895,53.918842,"Максима Богдановича ул, 52Г, Минск",Артур,15.0
1078171236,2026-08-05T17:46:55Z,В долгосрочную аренду 3-к квартира (105 м²) от собственника,"Сдаётся на длительный срок просторная 3-комнатная квартира в пяти минутах езды от центра города, рядом с метро Грушевская. 

Локация и инфраструктура:",1100.0,3219.04,False,https://re.kufar.by/vi/1078171236,3.0,55,105.0,60.0,4,10,9.0,10.0,4,2005.0,29,27.514014,53.881451,"Грушевская ул, 91, Минск",Артур,12.2
1017952870,2026-08-05T17:33:57Z,"Сдаётся на месяц квартира, 2 комн., 54 м², этаж 8 из 10","Сдается  квартира, евро-двушка в микрорайоне Минск Мир, можно на месяц с 1 сентября. Современный дом Эмиратская волна. Имеется всё необходимое для ком",956.81,2800.0,False,https://re.kufar.by/vi/1017952870,2.0,170,54.0,,3,5,8.0,10.0,,2021.0,28,27.549991,53.869784,"Мира пр, 1, Минск",Виктория,
1078763588,2026-08-05T17:30:23Z,Красивая 3-комнатная квартира в аренду,"Предлагается в аренду (на срок до года) трехкомнатная квартира по адресу: проспект Газеты «Звязда», дом 59, корпус 1. 
Отличная локация: 15 минут пешк",750.0,2194.8,False,https://re.kufar.by/vi/1078763588,5.0,320,63.0,40.0,3,10,4.0,9.0,1,1987.0,29,27.460501,53.858118,"Газеты Звязда пр, 59к1, Минск",нр,7.1
1074655140,2026-08-05T17:28:25Z,Сдается  однокомнатная Квартира,"Сдается одна комнатная квартира - разделенная на 2 комнаты . 
Есть отдельная детская комната кровать трансформер 3 в 1 . 
Имеется в квартире все необх",630.0,1843.63,False,https://re.kufar.by/vi/1074655140,3.0,105,50.0,38.0,1,5,9.0,19.0,1,2015.0,30,27.436230840114664,53.92950350058444,"Налибокская ул, 22, Минск",Тина,11.0
1079952800,2026-08-05T17:25:05Z,Сдается квартира (евротрешка) на длительный срок,"Сдается квартира (евротрешка) на длительный срок, с заключением договора. 8 - ой этаж 14-ти этажного дома; высокоскоростной Интернет, Wi-Fi; чисто, ко",850.0,2487.44,False,https://re.kufar.by/vi/1079952800,3.0,55,64.0,41.0,1,10,8.0,14.0,5,2016.0,29,27.514517,53.883627,"2-я  Щорса ул, 7, Минск",Ирина,16.0
1076453375,2026-08-05T17:20:11Z,Квартира пентхаус с 3 уровнями в центре Минска,"Квартира пентхаус с 3 уровнями в центре Минска. Планировка включает: 3 этаж – прихожая, 2 этаж – зал, кухня, ванная, туалет, лоджия и 1 этаж – спальня",950.0,2780.08,False,https://re.kufar.by/vi/1076453375,6.0,,74.2,39.8,3,5,10.0,14.0,,1998.0,27,27.567212,53.873011,"Денисовская ул, 9, Минск",Александр,
1065364011,2026-08-05T17:15:37Z,2-х комнатная квартира в аренду,"Сдаётся просторная 2-х комнатная квартира 68 м.кв. (кухня совмещена с гостиной, спальня изолирована). Свежий ремонт, полностью меблирована. Сдаётся до",700.0,2048.48,False,https://re.kufar.by/vi/1065364011,4.0,,68.0,47.9,3,5,10.0,20.0,2,2017.0,22,27.549318,53.930072,"Червякова ул, 62, Минск",ольга,
1057499768,2026-08-05T17:09:28Z,Видовая квартира в ЖК Лазурит,В аренду на длительный срок предлагается стильная и функциональная трехкомнатная квартира в ЖК Лазурит !!! Квартира с максимально продуманной планиров,1000.0,2926.4,False,https://re.kufar.by/vi/1057499768,3.0,,56.0,46.0,3,5,16.0,30.0,1,2017.0,22,27.477237,53.936587,"Победителей пр, 115, Минск",Екатерина,
1079085190,2026-08-05T17:00:59Z,Сдаётся  квартира - студия в новостройке,"Сдаётся современная уютная квартира-студия по договору на длительный срок. Иностранным гражданам просьба не беспокоить, а также без животных. Оплата з",478.4,1400.0,False,https://re.kufar.by/vi/1079085190,2.0,170,32.0,,3,5,10.0,25.0,2,2025.0,28,27.553746,53.86055,"Михаила Савицкого ул, 35, Минск",Рита,
1078868385,2026-08-05T16:58:10Z,Квартира на длительный срок с 09.08.2026,"Сдаётся квартира с 09.08.2026 на длительный срок. Звонить на  Виктория
Все есть для проживания, две раздельные комнаты (спальня и детская), есть вся м",680.0,1989.95,False,https://re.kufar.by/vi/1078868385,3.0,210,43.6,38.4,1,5,12.0,16.0,2,2016.0,22,27.459809,53.942195,"Ратомская ул, 7, Минск",Виктория,
1079948074,2026-08-05T16:51:35Z,"Сдаётся 2х комнатная квартира, Парниковая, 3/3","Сдаётся 2х комнатная квартира по улице Парниковой 3 , Кор. 3 . На длительный срок от 6 месяцев и более, ТОЛЬКО ГРАЖДАНАМ РБ, временную регистрацию ино",529.51,1549.56,False,https://re.kufar.by/vi/1079948074,2.0,,52.0,,3,1,2.0,9.0,1,2000.0,24,27.632304,53.923275,"Парниковая ул, 3к3, Минск",Мария,9.0
1079947956,2026-08-05T16:49:32Z,"Аренда 2-комнатной квартиры, Мясникова 17","РАБОТАЕМ ПО ФАКТУ 

Сдается 2-х комнатная квартира в тихом центре по ул. Мясникова 17 , общ.пл. 43,5 кв.м.
Укомплектована всей техникой ( TV, cстираль",550.0,1609.52,True,https://re.kufar.by/vi/1079947956,,,43.8,30.2,3,,3.0,5.0,3,1960.0,29,27.545616,53.899387,"Мясникова ул, 17, Минск",ООО Центр недвижимости ГАЛАКТИКА,
1079947957,2026-08-05T16:49:32Z,"Аренда 3-комнатной квартиры, Денисовская 47","На длительный срок сдается просторная и уютная 3 комнатная квартира, в которой есть все необходимое для проживания по адресу ул.Денисовская , 47
2 отд",600.0,1755.84,True,https://re.kufar.by/vi/1079947957,,,92.1,52.0,4,,15.0,16.0,,2003.0,27,27.578747,53.873745,"Денисовская ул, 47, Минск",ООО Центр недвижимости ГАЛАКТИКА,14.2
1079947867,2026-08-05T16:48:25Z,Двухкомнатная квартира в кирпичном новом доме,"Сдается двухкомнатная квартира в хорошем состоянии 
Дом кирпичный 
Контингент отличный , все покупали за собственные средства 
9 этаж плюс тех этаж -",740.0,2165.54,False,https://re.kufar.by/vi/1079947867,,,54.0,29.0,3,5,9.0,9.0,3,2007.0,30,27.476725,53.907641,"Притыцкого ул, 39, Минск",Оксана,12.0
1079947726,2026-08-05T16:46:15Z,Сдается квартира-студия,"Сдается квартира-студия в Фрунзенском районе.

Укомплектована мебелью (компьютерный стул не входит - вместо него стул) и готова для проживания! Сразу",410.06,1200.0,False,https://re.kufar.by/vi/1079947726,1.0,105,25.3,20.3,3,,7.0,12.0,4,2012.0,30,27.420634,53.909705,"Нёманская ул, 3, Минск",Елизавета,
1079947411,2026-08-05T16:41:36Z,Сдаю квартиру на длительный срок,Сдается 2 комнатная квартира на долгосрочную аренду.  2 автобусные остановки до метро : Малиновка :Развитая инфраструктура . Слева от дома магазины  З,461.55,1350.68,False,https://re.kufar.by/vi/1079947411,3.0,150,52.0,32.0,3,1,8.0,12.0,1,1996.0,29,27.453171,53.84698,"Космонавтов ул, 46, Минск",Ирина,9.0
1079947397,2026-08-05T16:41:28Z,Сдам студию в Минск-мир на длительный срок,"Сдам студию в Минск-мире на длительный срок, всё новое, только по договору аренды, стоимость без учёта коммунальных платежей",546.75,1600.0,False,https://re.kufar.by/vi/1079947397,2.0,170,30.0,,1,10,25.0,25.0,1,2025.0,28,27.55535590344937,53.85915860228069,"Леонида Щемелёва ул, 28, Минск",Nikolai,
1079946479,2026-08-05T16:37:11Z,Однокомнатная квартира на долгий срок,Сдам однокомнатную квартиру на длительный срок.  Квартира укомплектована мебелью и бытовой техникой.  Местоположение недалеко от метро Пушкинская. Опл,330.0,965.71,False,https://re.kufar.by/vi/1079946479,,290,27.1,,,,1.0,,,,30,27.501132,53.896252,"Харьковская ул, 86, Минск",Татьяна,
1078749526,2026-08-05T16:28:57Z,Аренда квартиры,"Долгосрочная аренда !!! Сдается чистая и уютная 1-комн. квартира. В наличие мебель и техника для комфортного проживания. Рядом банки, магазины, дом бы",444.23,1300.0,False,https://re.kufar.by/vi/1078749526,,45,39.0,17.0,3,5,5.0,16.0,1,1980.0,24,27.653765,53.936502,"Калиновского ул, 82к1, Минск",Дмитрий,9.0
1058724192,2026-08-05T16:27:46Z,VIP 2-комн. квартира с панорамным видом с 24 этажа. 2 санузла + подземный паркинг,"Сдается шикарная 2-комнатная квартира на 24 этаже (из 26) каркасно-блочного дома (2015 г. постройки). Квартира уровня VIP: продуманная планировка, два",777.0,2273.81,True,https://re.kufar.by/vi/1058724192,6.0,220,69.0,40.0,3,5,24.0,26.0,10,2013.0,23,27.584882,53.938501,"Максима Богдановича ул, 136, Минск",ИП Король Серей Александрович,16.0
1046895810,2026-08-05T16:23:08Z,"Квартира, 1 комн., 34 м², этаж 7 из 9","Сдается собственником на длительный срок в аренду однокомнатная квартира, г. Минск,  пр-т Пушкина   
дом № 1.  Общая площадь – 34 м. кв., зал – 16,7 м",341.72,1000.0,False,https://re.kufar.by/vi/1046895810,1.0,290,34.0,16.7,1,,7.0,9.0,1,1976.0,30,27.495931,53.89466,"Пушкина пр, 1, Минск",Семён,7.0
1076051942,2026-08-05T16:23:06Z,однокомнатная квартира на длительный срок,"Сдаётся 1 комнатная квартира  на длительный срок , площадью 43 кв. м ОТ СОБСТВЕННИКА , по проспекту Победителей 125, микрорайон Лебяжий. Квартира обор",600.0,1755.84,False,https://re.kufar.by/vi/1076051942,2.0,,43.0,18.0,3,5,6.0,,2,2016.0,22,27.469305,53.93955,"Победителей пр, 125, Минск",Оксана,10.0
1079943438,2026-08-05T16:19:37Z,Сдам квартиру на длительный срок,"Сдается просторная , чистая квартира на длительный срок от собственника, необходимая мебель и бытовая техника",500.0,1463.2,False,https://re.kufar.by/vi/1079943438,2.0,145,69.0,,3,1,1.0,10.0,1,2014.0,27,27.588556,53.837364,"Прушинских ул, 9, Минск",Лариса,11.4
1068086455,2026-08-05T16:17:24Z,Квартира,Сдается однакомнатная квартира в центре Минска . В квартире все имеется для комфортного проживания. Постельное предоставляется по запросу. В шаговой д,680.0,1989.95,False,https://re.kufar.by/vi/1068086455,2.0,,37.0,20.0,3,1,9.0,9.0,3,,24,27.59815,53.927634,"Чернышевского ул, 11, Минск",анжела,9.0
1065509117,2026-08-05T16:12:53Z,Сдаю в аренду 2-х комнатную квартиру в г. Минске,"Квартира для тех, кто ценит комфорт и возможности для отдыха и рекреации! Дом примыкает к Парку Победы, 200 метров до Комсомольского озера. Рядом посо",700.0,2048.48,False,https://re.kufar.by/vi/1065509117,3.0,,65.0,38.0,3,10,2.0,7.0,4,2008.0,22,27.539598,53.929924,"Нововиленская ул, 13А, Минск",елена,11.0
1078144591,2026-08-05T16:09:38Z,Уютная квартира в центре Минска,"Сдается однокомнатная квартира в 5 минутах от м. Грушевка. Квартира в живописном районе города, за окном небольшой сквер, рядом 2 парка, пруд, магазин",530.0,1550.99,False,https://re.kufar.by/vi/1078144591,,,32.0,32.0,1,5,3.0,5.0,3,,29,27.523275,53.898501,"Волоха ул, 6, Минск",Дима,6.0
1079942679,2026-08-05T16:09:15Z,Сдается однокомнатная квартира в Уручье,Сдам однокомнатную квартиру в доме 2013 года постройки на длительный срок по улице Героев 120-й Дивизии семье без вредных привычек и домашних питомцев,444.23,1300.0,False,https://re.kufar.by/vi/1079942679,3.0,50,47.1,22.6,1,15,3.0,9.0,,2013.0,24,27.712011,53.946699,"Героев 120-й Дивизии ул, Минск",Дмитрий,10.6
1079941849,2026-08-05T16:07:00Z,Квартира,"Сдам однакомнатную квартиру с мебелью не агентство, по договору одинокому парню или девушке без животных. Просьба не беспокоить иностранных, студентов",375.89,1100.0,False,https://re.kufar.by/vi/1079941849,1.0,215,35.0,,1,1,9.0,9.0,3,1993.0,26,27.672818,53.868589,"Охотский переулок, 14, Минск",Лиля,9.0
1079941956,2026-08-05T15:59:37Z,Сдается 1 комнатная квартира по улице Петра Мстиславца д.1,"Сдается 1 комнатная квартира по улице Петра Мстиславца д.1, Маяк Минска. 

В квартире импортная мебель, бытовая техника, посуда, интернет. Квартира на",495.49,1450.0,True,https://re.kufar.by/vi/1079941956,2.0,325,36.3,16.1,3,5,2.0,10.0,10,2011.0,24,27.654304,53.928535,"Петра Мстиславца ул, 1, Минск",ООО ''Фаттория Плюс'',9.9
1079941900,2026-08-05T15:59:03Z,Квартира,Сдаётся квартира на длительный срок.,529.66,1550.0,False,https://re.kufar.by/vi/1079941900,,230,51.0,,1,1,8.0,12.0,1,,27,27.59918591250067,53.866871069768884,"Рокоссовского пр, 58к1, Минск",татьяна,8.0
1079940850,2026-08-05T15:47:21Z,Сдаётся квартира,Сдаётся двухкомнатная квартира по договору на длительный срок. Оплата за последний месяц обязательна. Иностранным гражданам просьба не беспокоить,341.72,1000.0,False,https://re.kufar.by/vi/1079940850,,245,64.3,35.4,3,,3.0,,,,28,27.899108884378194,53.879184979409125,"Ромашкина ул, 32, Минск",Ирина,
1076958483,2026-08-05T15:42:54Z,Сдается уютная 3-х комнатная квартира,"Сдается уютная 3-х комнатная квартира в живописном месте. Напротив дома парк с прогулочными дорожками, детская и тренажерная площадки, водоем. Рядом с",700.0,2048.48,False,https://re.kufar.by/vi/1076958483,3.0,125,68.3,41.0,3,5,5.0,10.0,2,1994.0,30,27.431153,53.896246,"Мазурова ул, 4, Минск",Марина,8.6
1074695024,2026-08-05T15:42:42Z,Сдаётся двухкомнатная квартира в Минске,"Сдаётся уютная светлая двухкомнатная квартира на длительный срок по договору со всеми удобствами. Окна выходят на две стороны, имеются две застекленны",600.0,1755.84,False,https://re.kufar.by/vi/1074695024,4.0,280,52.2,28.0,4,1,9.0,12.0,3,1986.0,24,27.6895,53.934732,"Руссиянова ул, 46, Минск",Виктория,9.3
1079940306,2026-08-05T15:40:00Z,Сдам Двухкомнатную квартиру,Сдам двухкомнатную квартиру в центре города ( 5 мин.до ст.м.Институт Культуры) на срок до ноября включительно. Ремонт на фото. По договору аренды. Тол,550.0,1609.52,False,https://re.kufar.by/vi/1079940306,3.0,,46.0,,1,1,8.0,9.0,1,1987.0,28,27.541044,53.882173,"Могилёвская ул, 4к3, Минск",Пользователь,7.1
1079939752,2026-08-05T15:32:57Z,квартира,"Сдается благоустроенная двухкомнатная квартира в тихом районе и шаговой доступности от станции метро Спортивная.  Рядом две школы,  детские сады, торг",478.4,1400.0,False,https://re.kufar.by/vi/1079939752,2.0,,48.8,30.2,3,5,2.0,5.0,1,1977.0,30,27.486166,53.902698,"Одоевского ул, 42, Минск",Владимир,7.8
1079939631,2026-08-05T15:31:15Z,"Предлогается в аренду уютная 2-комнатная квартира в Уручье по ул. Городецкая, 58.","Предлогается в аренду уютная 2-комнатная квартира в Уручье по ул. Городецкая, 58.
 
Квартира 3-я но одна комната закрыта. 

Квартира расположена в 2-э",450.0,1316.88,True,https://re.kufar.by/vi/1079939631,,280,63.1,43.4,3,,2.0,9.0,1,1991.0,24,27.669996,53.945812,"Городецкая ул, 58, Минск",ООО ''Риэлтерский центр Столицы'',7.2
1079939384,2026-08-05T15:28:11Z,Аренда квартиры,"Сдается уютная квартира.  Рядом метро, магазины, парк, поликлиника, тренажерный зал и бассейн. 5 минут до школы, рядом много садов. Всегда есть место",700.0,2048.48,False,https://re.kufar.by/vi/1079939384,4.0,,52.0,30.0,2,5,2.0,4.0,3,1959.0,25,27.611553,53.886599,"Стахановская ул, 27, Минск",Михаил,6.6
1079774000,2026-08-05T15:27:36Z,Квартира,Сдается 3 комнатная квартира на длительный срок. Все готово для комфортного проживания. Прописан 1 человек,600.0,1755.84,False,https://re.kufar.by/vi/1079774000,3.0,220,82.0,40.0,3,1,3.0,,,,23,27.584307,53.936227,"Максима Богдановича ул, 122, Минск",Галина,
1079568890,2026-08-05T15:25:16Z,Двухкомнатная квартира,"Сдается на длительный срок уютная квартира. Кухня укомплектована бытовой техникой : холодильник, посудомоечная машина, духовой шкаф, варочная панель,",570.0,1668.05,False,https://re.kufar.by/vi/1079568890,1.0,,43.0,,3,,10.0,21.0,,2023.0,29,27.512415,53.876462,"Кузьмы Минина ул, 2, Минск",яна,
1079937928,2026-08-05T15:18:29Z,Срочно сдаётся квартира-студия в ж/к Маяк Минска,"Срочно сдаётся на любой срок (не менее 15 дней) просторная квартира-студия 45 м² в престижном районе ЖК ""Маяк Минска"".

Полностью готова к проживанию.",1200.0,3511.68,False,https://re.kufar.by/vi/1079937928,2.0,325,45.0,,3,5,4.0,16.0,,,24,27.655013,53.932431,"Кирилла Туровского ул, 8, Минск",Елена,
1073672932,2026-08-05T15:18:10Z,ПАНОРАМНЫЙ ПЕНТХАУС С ТЕРРАСОЙ И ПАРКОВКОЙ,"Собственник. Стоимость указана при аренде на длительный срок с предоплатой в несколько месяцев. Чем короче срок аренды и размер предоплаты, тем выше ц",950.0,2780.08,False,https://re.kufar.by/vi/1073672932,,170,56.5,,,10,25.0,25.0,,,28,27.552534,53.871286,"Аэродромная ул, 30, Минск",ДАРЬЯ,
1079938477,2026-08-05T15:16:37Z,Аренда большой Новой 3-4-х комнат.квартиры в Минске,"В центре Минска сдается в длительную аренду большая, 95 м.кв., светлая 3-комнатная квартира(евро четырешка) с большими жилыми комнатами(22, 15 и 15 ме",1200.0,3511.68,False,https://re.kufar.by/vi/1079938477,8.0,220,95.0,54.0,3,5,,25.0,2,2014.0,23,27.585322,53.939121,"Максима Богдановича ул, 140, Минск",Светлана,16.0
1078167124,2026-08-05T15:15:48Z,Сдается 2 кв. м Каменная горка. Ул. Люцинская. 1,"Сдается 2 ком. квартира во Фрунзенском районе . Станция метро Каменна горка 10 мин. Новый дом. Большая парковка,детская площадка.Окна выходятна обе ст",529.66,1550.0,False,https://re.kufar.by/vi/1078167124,2.0,105,60.0,32.0,3,5,5.0,8.0,1,2018.0,30,27.442553,53.931551,"Люцинская ул, 1, Минск",Марина,11.0
1079937875,2026-08-05T15:08:43Z,БРОНЬ ДО 07.08 Квартира двухкомнатная,Сдаётся двухкомнатная квартира на длительный срок. НИКТО не ПРОПИСАН.Желательно семейной паре. Свежий ремонт. Квартира сдаётся с 1го сентября. Все воп,478.4,1400.0,False,https://re.kufar.by/vi/1079937875,4.0,,45.0,,1,1,3.0,5.0,3,,22,27.559792,53.926759,"Осипенко ул, 37, Минск",Вячеслав,
1079937375,2026-08-05T15:02:15Z,Квартира,"Долгосрочная аренда (от года) 

Сдается квартира с панорамными окнами в ЖК ""Минск Мир"" (Южная Европа, дом Валенсия) 
2 жилые комнаты: кухня-гостиная и",615.09,1800.0,False,https://re.kufar.by/vi/1079937375,4.0,170,38.3,32.9,3,10,10.0,25.0,4,2023.0,28,27.541781,53.871222,"Белградская ул, 4, Минск",Милана,
1053833973,2026-08-05T15:02:02Z,2-х комнатная квартира аренда от собственника Гвардейская 1,"Аренда от собственника.
Элитная квартира в центре престижного района Минска. Высококлассный дизайнерский ремонт, 2 кондиционера, сантехника Villeroy,",1300.0,3804.32,False,https://re.kufar.by/vi/1053833973,4.0,,75.0,47.0,1,10,3.0,7.0,,,22,27.530354,53.91321,"Гвардейская ул, 1, Минск",Владимир Васильевич,12.0
1079936897,2026-08-05T14:57:11Z,Сдается светлая однокомнатная квартира возле метро,"Сдаётся однокомнатная квартира на длительный срок по линии метро. Есть вся мебель и бытовая техника. Шаговая доступность метро. Рядом парк, торговый ц",430.0,1258.35,False,https://re.kufar.by/vi/1079936897,1.0,205,32.0,18.0,1,1,2.0,9.0,1,1974.0,30,27.474678368826968,53.91433741441827,"Матусевича ул, 27, Минск",Татьяна,7.0
1079936409,2026-08-05T14:51:14Z,Сдам 1-ком.квартиру на длительный срок,"Сдам на длительный срок квартиру. Работающим, без животных и маленьких детей. Студентам не беспокоить. Кухня сделана под заказ, рассчитана на высокий",420.0,1229.09,False,https://re.kufar.by/vi/1079936409,2.0,100,32.8,16.9,3,10,8.0,9.0,1,1975.0,24,27.635134,53.95256,"Карбышева ул, 11, Минск",Екатерина,7.0
1079935430,2026-08-05T14:48:43Z,Сдается современная 2-комнатная квартира возле метро «Каменная горка'',"Сдается светлая, просторная и современная 2-комнатная квартира площадью 70 кв. м у станции метро «Каменная горка» (прямо за ТЦ Green City).

Благодаря",750.0,2194.8,False,https://re.kufar.by/vi/1079935430,,105,70.0,36.0,,5,1.0,9.0,1,2009.0,30,27.429752,53.911153,"Нёманская ул, 18, Минск",Анна,17.0
1079936111,2026-08-05T14:47:30Z,Сдам квартиру в Минск-Мире,"Сдам 1-комнатную квартиру в «Минск-Мире» со всей инфраструктурой под боком (метро, сад, школа, магазин). На фото диван, но сейчас там уже кровать (1.2",450.0,1316.88,False,https://re.kufar.by/vi/1079936111,1.0,170,30.0,,3,5,6.0,25.0,10,2024.0,28,27.55117929193942,53.860973235464854,"Жореса Алфёрова ул, 11, Минск",Дарья,
1079244241,2026-08-05T14:41:52Z,Сдам 1-ю квартиру,"На месяц - два не сдаю. 
На длительный срок: от 6 месяцев. 
Сдам 1-ю квартиру по адресу:
г. Минск, ул. Михаловская 14. 
S квартиры= 40 кв.м (разделены",580.0,1697.31,False,https://re.kufar.by/vi/1079244241,4.0,175,40.0,17.0,1,10,4.0,21.0,,2018.0,29,27.47761654075077,53.87411781893605,"Михаловская ул, 14, Минск",Галина,11.0
1079935369,2026-08-05T14:38:35Z,"2к квартира, Лученка 13, м.Аэродромная","Сдается с 10 сентября паре или одному человеку, без детей, без животных , не студентам на длительный срок. в квартире прописан человек. Метро аэродром",650.0,1902.16,False,https://re.kufar.by/vi/1079935369,,170,45.0,40.0,3,5,17.0,24.0,,2021.0,28,27.543371,53.867278,"Игоря Лученка ул, 13, Минск",Виктория,
1079935294,2026-08-05T14:37:43Z,Сдача квартиры,"Сдаётся 2-х комнатная квартира возле метро.Квартира со свежим ремонтом в едином стиле.Все новое,первое заселение.Комфортно и уютно.Есть вся мебель и т",600.0,1755.84,False,https://re.kufar.by/vi/1079935294,6.0,130,49.2,,1,5,6.0,10.0,1,1985.0,30,27.446604,53.907063,"Притыцкого ул, 78, Минск",Татьяна,
1079934248,2026-08-05T14:36:33Z,Сдать однокомнатную квартиру,"Сдается стильная квартира в ЖК «Каскад» на ул. Репина, 4Г, Минск
Предлагается в аренду современная, светлая и полностью готовая к проживанию квартира",550.0,1609.52,False,https://re.kufar.by/vi/1079934248,,,42.0,40.0,1,10,4.0,10.0,4,2014.0,22,27.526446,53.912309,"Репина ул, 4, Минск",Александра,10.0
1077060159,2026-08-05T14:27:15Z,Стильная студия в Клубном Доме на Червякова,"Квартира- студия в ""Клубном доме на Червякова"". Огороженная территория с парковкой, дизайнерская входная группа из мрамора, лифт Shindler, консьерж, в",922.64,2700.0,False,https://re.kufar.by/vi/1077060159,1.0,,50.0,34.9,2,10,6.0,6.0,2,2012.0,22,27.561831,53.902284,Минск,Валерий,
1079934241,2026-08-05T14:24:50Z,Аренда квартиры в центре,"Отличная квартира для комфортного проживаня, элитный жк, метро 5мин, с видом на Парк Челюскинцев.есть трог.",690.0,2019.22,False,https://re.kufar.by/vi/1079934241,2.0,,38.0,30.0,3,10,6.0,25.0,10,2023.0,24,27.624237,53.922984,"Макаёнка ул, 12Ж, Минск",Игорь,8.0
1079429120,2026-08-05T14:15:34Z,Аренда квартиры,"Квартира после ремонта.
5/9 этажного дома, двуспальная кровать с ортопедическим матрасом, мебель, сан/узел совмещенный, газовая плита, площадь 39/25/8",550.0,1609.52,False,https://re.kufar.by/vi/1079429120,4.0,,39.0,25.0,2,10,5.0,9.0,1,,27,27.569979,53.861867,"Маяковского ул, 168А, Минск",Алёна,8.0
1078483277,2026-08-05T14:13:47Z,Аренда квартиры,"Видовая евродвушка с дизайнерским ремонтом

Тихий центр по ул. Максима Богдановича дом 144.
По-настоящему домашняя уютная теплая квартира - солнечная",750.0,2194.8,False,https://re.kufar.by/vi/1078483277,1.0,220,70.0,,3,5,25.0,26.0,10,2022.0,23,27.586337,53.939513,"Максима Богдановича ул, 144, Минск",Светлана,34.0
1079931704,2026-08-05T14:02:32Z,Сдаётся квартира на длительный срок,"Сдаётся на длительный срок парам без детей,без животных.Есть всё необходимое для комфортного проживания : мебель,холодильник,стиральная машина,СВЧ,эле",520.0,1521.73,False,https://re.kufar.by/vi/1079931704,1.0,135,48.0,29.0,3,1,3.0,9.0,1,,28,27.533588,53.845195,"Лейтенанта Кижеватова ул, 78, Минск",Анжелика,7.0
1079554087,2026-08-05T13:55:33Z,Сдам 3к на Казинца 66к2,Только без собак!!! Предоплата за 3 месяца!!!,500.0,1463.2,False,https://re.kufar.by/vi/1079554087,,,63.5,,1,1,2.0,5.0,3,1986.0,22,27.561831,53.902284,Минск,Юра,8.2
1079931178,2026-08-05T13:46:57Z,Квартира 3-х комнатная,"Сдам 3-х комнатную квартиру на длительный срок. Хороший район, соседи. Все готово для проживания 
Звоните с 9 до 21 00",750.0,2194.8,False,https://re.kufar.by/vi/1079931178,3.0,,75.2,72.2,3,10,3.0,9.0,4,2008.0,27,27.566969,53.865759,"Козыревская ул, Минск",Елена,11.3
1078911049,2026-08-05T13:32:32Z,Сдам студию МинскМир,"Сдам квартиру с ремонтом и необходимой техникой в удобной локации( 10мин Метро Аэродромная).
Звоните !
Этаж не высокий,в квартире не жарко ( не южная",450.0,1316.88,False,https://re.kufar.by/vi/1078911049,1.0,170,32.0,21.0,3,1,9.0,13.0,10,2025.0,28,27.541574,53.863487,"Михаила Савицкого ул, Минск",Женя,
1077652970,2026-08-05T13:29:20Z,"Сдам 1-комнатную квартиру девушке, можно молодой специалистке.",С 5-го августа по договору сдается 1-комнатная квартира. Некурящим. Без животных. Предпочтение молодому специалисту ( девушке). Гражданам РБ. В кварти,375.89,1100.0,False,https://re.kufar.by/vi/1077652970,1.0,150,39.0,17.0,1,1,5.0,10.0,1,2000.0,29,27.440217,53.854592,"Сергея Есенина ул, 47, Минск",tatinka24,10.0
1079928153,2026-08-05T13:14:11Z,Квартира Минск Мир,"Собственник, сдам с 9 до 30 августа . только для граждана/гражданки  РБ.
Без детей и домашних животных. 
Коммунальные платежи и интернет включены в ст",461.32,1350.0,False,https://re.kufar.by/vi/1079928153,,170,28.0,,1,5,15.0,25.0,,2021.0,28,27.54189676367149,53.869209363325275,"квартал Евразия, экспериментальный многофункциональный комплекс Минск-Мир, Минск",Ольга,
1079909921,2026-08-05T13:04:10Z,"Сдается уютная квартира в Курасовщине, ул.Ландера","Сдается на длительный срок двухкомнатная квартира в тихом спальном районе с развитой инфраструктурой.
Идеально подойдет для семейной пары или семьи с",430.0,1258.35,False,https://re.kufar.by/vi/1079909921,,,39.4,23.7,1,1,2.0,5.0,1,1973.0,28,27.488493,53.842932,"Ландера ул, 62к2, Минск",Александр,6.2
1079926553,2026-08-05T12:58:24Z,Квартиры,"На длительный срок сдам свою 2-комнатную квартиру по ул. Богдановича 58 Б, в современном  клубном жилом комплексе «Престижино», тихий центр.  Территор",1600.0,4682.24,False,https://re.kufar.by/vi/1079926553,,120,60.0,,3,10,3.0,8.0,,2015.0,23,27.569063,53.919595,"Максима Богдановича ул, 58Б, Минск",Елена,
